Comentário,Nota
pessimo limite,0
a nota poderia ser melhor se estivesse dado o desconto do cartão conforme estava no pdv .infelizmente esta acontecendo de não dar o desconto,6
faltou disponibilizar sacolas pra levar minhas compras,4
"agente vai fazer umas compras e nem tudo pode ser parcelado no supermercado ,",3
ótimo,9
? ? ? ?,5
"a praticidade , de usar em qualquer lugar , e horários com certeza indicaria .",9
tem desconto nos produtos do aplicativo,10
ótimo cartão só falta aumente o limite,7
facilidade e presteza,10
ótima opção de compras,10
"porque o pequeno problema que tive , foi solucionado rapidamente",10
"aplicativo ruim , não encontra o que deseja , pouca informação de uso , dificuldade na recuperação de senha",3
um cartão ótimo você tem desconto maravilhoso,10
agilidade,10
e um cartão bom,10
os produtos a preço de atacado no cartão ! só não gostei do cartão com dois limites,10
"sempre faço boas compras , principalmente usando o cartão de crédito , tem bons descontos .",10
muito bom gostei muito,10
não consigo acessar as compras no aplicativo,10
pena que o valor de limite é baixo mais e muito bom e aceitável em todos os comércios,10
não está caindo os descontos corretamente,7
vcs estao me cobrando um valor que nao esta discriminando o que é na fatura,1
ambiente limpo ótimos funcionários excelente gerente bons produtos obrigado por existir,10
falta muitos produtos nas gôndolas .,8
prático pagando na loja limite liberado na hora e desconto na loja .....,10
eu gosto,10
atendimento,7
o cartão é ótimo,10
não consigo usar o crédito parcelado o que me traz muito constrangimento na hora da compra,0
limite parcelado nunca passa nunca aprova compras,8
fácil e assesar,9
as opções de parcelamentos nas comprar do supermercado,10
cartao top,10
um único problema que o cartão tem não manda a fatura pro cliente,8
meu aplicativo não tá funcionando cartão não tá mostrando minha fatura,0
dês que fiz cartão até hj não chegou a senha só conseguiu comprar na internet,7
"porque mesmo tendo limite a compra é reprovada , não entendo",0
muito satisfeito,10
não recebimento da nf por email como prometido,5
"comodidade , qualidade visa",10
deve melhorar pra ser 10,9
"o cartão é otimo , tenho varios descontos , contudo , quero fazer uma reclamação em relação ao supermercado . estou fazendo essa reclamação em nome de varios clientes que não ficaram satisfeito com a cobrança de sacolas plasticas para levar as suas compras .",7
foi uma compra excelente .,10
gostaria de saber qual o nome do aplicativo para acompanhar minha fatura on-line,7
tranquilidade nas compras .,9
"anuidade muita cara , estou pensando seriamente e cancelar esse cartão , uma vez que tenho outro visa e pago muito menos pela anuidade .",4
"cartão bom , funcionários péssimos",10
pq e bom ter ste cartao encontramos tudo,10
precisa melhorar o serviço de call center que é demorado o atendimento e acesso do cartão pela internet que é burocratico e não funciona a contento .,8
limite muito pouco,8
muito satisfeito parabens ao ! ! !,10
variedade e preço .,10
o problema e a anuidade . so isto .,4
fácil uso aceito em todos lugares só é complicado a questão do crédito rotativo,10
ele sempre me ajudou quando eu precisei obrigado .,10
é um cartão excelente,10
"cartão muito bom , oferece desconto diferenciado para compras na rede",10
sim indeico,8
bom . porém mas precisa melhorar no limite,10
preciso que me devolva o valor da compra de faz em novembro do ano ficaram devolver favor vê isso não foi entregue,8
melhor data de compra deve ser melhorada,7
porque é um cartão péssimo em aumentar o limite . utilizo ele a mais de 20 anos e pago certinho antes do vencimento é o meu limite não aumenta tenho .. entao nao índigo .. vou até ligar pra central e cancelar por esse motivo de nao aumentar meu limite,3
cartão muito bom só anuidade que não deveria pagar pois só pago em dias,10
"tenho 3 cartoes e todos insenta de anuidade , so o  q pouco compro tem q pagar todo mes essa taxa . so compro mesmo pq estava com um valor bom",7
entrega muito rápido estão de parabéns !,10
pra me e um cartão q me completa .,10
excelente ! ! !,10
"o cartão é muito bom , mas poderia ter um limite maior . a demora pra aprovar limites maiores é muito grande !",8
o é um cartão prático cômodo e os atendentes físico em loja são extremamente educados e práticos na resolução das demandas .,10
uma rede excelente,10
vários anos de parceria .,8
o cartão é perfeito para compras parceladas .,10
ceito em bvarios estabelecimentos,10
tem anuidade,3
pq estou com aplicativo sem utilizar por conta do contato que não é o meu,3
"minha última compra foi no site do  para compra um ventilador . que veio faltando a base e não consigo ser atendida por ninguém para resolver meu problema . e acabei perdendo meu dinheiro , vou paga sem ter o produto . péssima compra",0
por conta do pagamento da anuidade,0
olha o cartão pra mim é muito importante porque eu tenho comprando não só aqui no brasil mais na china também pelo aliexpress ou wish muito bom,9
"troca de cartão por motivo de validade demora muito e ficamos sem utilizar o cartão nesse período , no meu caso foram 60 dias",7
já faz mais de 2anos que tenho esse cartão nunca deu problema,10
um cartão que nunca me deixou na mão . sem falar no limite maravilhoso .,10
enquanto tiver correto mandando as coisas corretas tudo bem,10
é um cartão que atende as minhas necessidades .,10
um cartão ótimo ! só poderia aumentar o limite já que uso com frequência .,10
"preço das mercadorias com descontos , senpre tem que procuro .",10
poderia ser melhor se n tivesse anuidade,5
a anuidade é muito cara pra o valor de crédito,8
já foi melhor,6
parcelamento acessível,10
"bom . o q está ruim é a questão do envio da senha pelos correios . já liguei , reclamei , faz mais de 1 ano q só uso o cartão em compras p internet . estou aguardando chegar . deveria enviar p e-mail , igual a fatura do cartão .",9
porquê eu acho q esses valores q vcs dividem em parcelado e rotativo deveriam ser um valor só de limite total .,7
preço e qualidades dos produtos .,9
"é muito bom ser um cliente g. pôr isso indico para minha mãe , irmã amiga ser também ? ? ? ? ? ? ? ? ? ? ? ?",9
em todo o mamento fui atendido ok,10
boa,8
"eu , soliçito um aumento de limite , tem um tempão , o meu limite e o mesmo , mas anuidade aumenta anualmente ne",10
suas promoções e mt boa,10
nada é oerfeito,9
facilidade do atendimento .,10
atendimento em geral ; produtos de um modo geral ; promoções .,10
muito bom,8
muito aceitado em qualquer lugar,10
fui muito bem atendido pelos atendentes,10
nunca tive problema .,10
atendimento muito bom,10
em relação ao acréscimo do juros,7
aceitavel e descomplicado,10
porque o cartão mim supre as minhas necessidades,10
bom custo benefício e boas promoções .,9
se não tivesse a anuidade seria 10,9
a anuidade muito cará,4
sou cliente desde quando o g existe aqui e sou 100/ satisfeita,10
a facilidade nas compras e as ofertas,10
minha nota e pq e um excelente cartão nunca mim deixou na mão limite ótimo liberação de crédito rápido maraviloso ? ? ? ?,10
"agilidade , mercado perto de casa",8
não gostei muito não vocês tem que ter um aplicativo para consultar nosso saldo consultar a sua fatura e quando liga mal você consegue falar com atendente e quando você passa o cartão é um limite maluco que não existe no cartão de você e o atendimento é péssimo,0
tô feliz com meu cartão só faltava ter o limite mais alto,10
precisa melhorar o meu limite nunca aumentou já tenho ele a mas de 2 anos e ñ tive aumento de limite nunca,5
limite alto e aceitação em todo lugar !,10
so e nao paga anunidade voçes merece um dez,10
comprar em todos os estabelecimentos,9
indico sim dei nota 8 pelo motivo de compras as vezes não consigo efetuar duas em um mês,8
não sinto dificuldade em comprar,10
porque deu tudo certo,10
pagamento de mensalidade-tsxas,5
"um ótimo cartão , mim ajuda muito em todas as horas .",10
"melhor cartão , tô amando ? ? ? ? ? ?",10
porque confio no mesmo .,8
anuidade e taxas abusivas preciso cancelar o meu urgentimente,0
bom no atendimento e muita eficiência,9
nunca me deixou na mão,10
formas de pagamento,10
o limite é muito pouco já pedi várias aumento e nada,9
o motivo da anuidade poderia bem retirar pois a muitos cartões que já não cobram a anuidade,7
muito bom !,9
o atendimento presencial é péssimo .,1
satisfeito,10
"praticidade , comodidade , bom atendimento . pena não ter a opção de parcelamento sem juros .",10
gosto muito da forma q é distribuido o crédito do cartão,10
"limite muito baixo , nunca aumenta",3
paga muita taxas,8
so precisa melhorar os preços que estão muito altos !,8
pela praticidade e facilidade,10
"porque para compra com alimentos tem juros , só é bom para comprar eletro .",2
"vou dá essa nota pq fiquei 04 meses sem envio da fatura por e-mail , já tinha feito vários pedidos .",8
porque dez tem que ser perfeito e não somos perfeitos ! ! !,9
pelos descontos au au utilizar o cartão,8
deveria existir ausência de anuidade .,8
cartão ótimo,10
já fui mais de 5 vezes para almentar meu limite e não consigo,5
por que não tem nenhuma burocracia e é muito mais rápido e seguro .,10
"me serviu , porém o limite é muito baixo",6
"limite pouco , quando usar o rotativo , come do parcelado também",0
fácil e prático,10
fácil de utilizar prático e confiável,10
iria ser 10 mais tem anuidade,8
"ótimo cartão , não dá problemas e tem um bom atendimento virtual .",10
muito top estou muito satisfeito com esse cartão,10
facilidade de pagamento !,10
e um mercado que facilita a vida do consumidor com as ofertas e parcelamentos . das compras,10
rapidez e organizaçao nos extratos e comunicaçao atraves de sms sempre que utilizo o cartao .,10
rápido e seguro,10
vence a fatura e vc cobran em menos de 05 dias ..,7
um cartão muito bom,10
por que é uma boa empresa,10
pq ele passa em qualquer lugar,10
não tenho nada contra,10
"se a anuidade fosse menor , seria 10 .",8
olá pq tem anuidade,3
"acho que as promoções são ótimas , na maioria das vezes",9
estou gostando muito até agora muito bom,10
excelente cartão é ótima loja .,10
e o mrlhor,10
porque eu uso a muito tempo e nunca tive problemas,10
um cartão fácil de usar . e que oferece vantagens .,8
tem muita vantagem ao comprar com o cartão g. .,10
"o cartão do é um cartão como muitos , tem controle de segurança e aceitação no mercado . agora , não existe destaque quanto atendimento , central de atendimento como qualquer cartão : demorada , menu exaustivo e parece que não quer conversar com o cliente . um cartão para ser diferencial tem de ter juros atrativos , atendimento humanizado , ágil e boa aceitação no mercado",8
o motivo e simplesmente um e que quando chega no final do mês vocês não libera o cartão pra compra mesmo tendo limite .,9
"o cartão satisfaz as minhas necessidades , mas já sou cliente a muitos anos e deveria ter um diferencial como não pagar anuidade .",8
facilidade,6
e um cartão ótimo ? ? ? ?,10
praticidade e facilidade,10
a facilidade e aceitação do cartão em todos os estabelecimentos .,10
oq nao posso almentar meu limite .,1
as qualidades dos produtos,10
mto bom,8
o limite a forma quer de dividir o limite é de lamentar o limite tb,6
muito bom,10
não comprei nada recebimento,0
passo constrangimento com frequência por conta do limite que nunca aumenta,2
por ter um limite que supre minha satisfação,10
limite baixo,8
limite pouco as vezes passo vergonha,3
porque quase não tem aumento de limite esse tempo todo que tenho o cartão acho que aumentou o limite apenas uma vez,8
até hoje não tenho a senha do meu cartão olha q já tem um ano e nada,3
variedade de itens e bom atendimento,10
tudo de bom .,10
para mim é excelente,10
por gostar do grupo .,10
aumento de limite,5
limpeza na loja,8
"qualidade dos produtos , e rapidez atendimento",10
"anuidade cara de mai , absurdo que ainda cobrem anuidade sendo que outros bancos já oferecem cartões sem anuidade e sem esse negócio de crédito parcelado e rotativo",2
tive descontos significativos ao utilizar o cartão,10
"é aceito em vários estabelecimentos , quando necessário é de fácil conversação .",10
pelo atendimento e agilidade,10
ótimo em tudo,10
acho o cartão muito bom,10
a satisfação pessoal .,7
competência,10
tem muita promoções .,10
"boa tarde preço mais acessível , ótimo atendimento",10
comodidade,10
compra segura,10
estou tentando aumentar o limite do cartão e ate hoje não consegui .,7
diversidade de produtos e atendimento,10
um bom cartão de crédito que esta mi ajudando nas minhas compras,5
"cartão bom , prazo para as compras também !",10
prático,8
"é um bom cartão , crédito rotativo muito pouco . por isso não dei a nota maxima . tenho limites de 5.000 em outros cartões e no  é 300,00",8
boa tarde sempre fui bem recebido pôr todos dó,10
ele é muito bom só falta aumentar o limite,10
razoável pouco produtos e caro,7
cartão muito bom .,10
amo comprar no produtos de qualidade i preços ótimos ? ? ? ? grata por ter um cartão,10
"cartão bom , só tem muita anuidade deveria ter menos",8
"mim atende em todo estabelecimento , o único problema é que já tem um tempo que eu tenho esse cartão e meu limite não aumenta",10
atendimento otimo,8
não aumenta limite,7
aceitação do cartão nos estabelecimentos,10
eu gosto dos serviços,10
o cartão não passou no assim tive que pagar com outro cartão,5
bom e tem desconto,8
é uma loja muito boa gostei muito dela só queria quê ela quê ela tiraçem essa inuidade pro que está muita cara espero quê ela entenda tb mais é uma otima loja samos bem atendido nele pelos seus funcionário então ela esta de parabéns,10
porque é um cartão excelente !,10
atende as minhas necessidades,10
nunca aumenta o limite,1
não fiz compras nenhuma,0
cliente antiga,10
limite pouco,0
amei super rápida a autorização da compra facil e rápido,10
os descontos dado em alguns produtos .,8
há anos eu tenho o cartão  e minha margem nunca aumentou . também quero receber em casa um outro cartão .,8
sempre me ajuda quando preciso,9
ele é muito bom,10
pratico e seguro,10
"sempre que preciso comprar algo de maior valor , tenho que utilizar cartão de terceiros porque o meu do não tem limite o suficiente .",1
"não gostei do zap do para pegar fatura é horrível , vocês precisam melhorar , e rápido .",6
otimo cartão,10
muito bom ter nunca min deixou na mão .,10
porque o cartão é muito bom,10
sempre fui bem atendida em todas as lojas .,10
gosto muito do meu cartão  e nota dez bjs a empresa ,10
como um cartão muito bom,10
a facilidade,9
já tem alguns meses que não utilizo meu cartão e não consigo acessar o aplicativo do .e ninguém orita e nem diz o que está acontecendo.pensando seriamente em cancelar .,0
muitas taxas e juros,5
eu gostei do cartão ,7
limite baixo,0
parcelamento .,10
bom e pratico,10
"aumento do preço nos produtos , e produtos de má qualidade nas pratilheira fazendo o cliente gastar com trasporte para trocar produtos . não vejo o dando recompensa para os clientes que sempre investe e cuida desse mercado que faço minha dispensa todos os meses .",2
bom atendimento !,10
cartão excelente,10
ótimo,10
um ótimo cartão,10
"ótimo cartão , amei por n ter aproximação . ótimo limete",10
"eu não gosto desse negócio de vc ter um valor parcelado e outro no rotativo , se o rotativo acabar vc fica completamente sem limite , mesmo tendo um valor maior no parcelado , por motivo estou querendo fazer um outro cartão e descartar ele",3
"atendimento ao cartão péssimo , ligo pra resolver algumas pendências demora horas , aí quando tenho que resolver a questão das inúmeras taxas que pago no cartão , passa a ligação para outro atendente e a ligação cai , o app ñ consigo entrar , sempre dá errado a fatura nunca chega no e-mail , aí fica difícil .",0
flexibilidade e aceitação,9
bom,5
um excelente cartão com muitas oportunidades ? ? ? ?,10
não usei recentemente ...,0
o cartão é ótimo só o limite parcelado e a vista que me atrapalha um pouco e poderia ter a opção pra gente pagar ou liberar o limite a qualquer momento e não só na data do vencimento,10
cartão sem brulocracia aceito em diversos estabelecimento ! ! !,10
hoje em dia surgiram cartões que oferecem créditos melhores e condições além de uma anuidade baixissima,3
"eu gosto , mas tem um problema não aumenta o limite possuo desde 2018 e até hoje o limite é o mesmo . por essa razão não gosto muito .",5
"anuidade , demora na liberação do limite pós pagamento da fatura , anos e anos pra aumentar o limite de crédito ...",0
praticidade,9
gosto de comprar no,8
porque eu gosto do atendimento e sempre tira as minha dúvidas com facilidade,10
"foi muito benéfico e está sendo , enfim além do mais posso utilizá lo em outras compras",10
atende as minhas expectativas .,10
nota 10 só se os preços estivessem menores né porque está tudo muito caro .,9
embora o meu limite ainda é pouco para o consumo que preciso mais é bom indico .,10
rapidez,10
tem tudo no que procuro e ainda a facilidade de parcelar minhas compras,10
muito fácil e muito eficiente de lidar com ele,10
satisfeito,10
dou a nota 5 pois queria ter como pagar antes de fechar e queria um app mais fácil pra meche com o cartão e tbm vc compra e demora uns 2 dias pra mostrar no app,5
facilita a vida todos várias promoções eo descontos e maravilhoso,10
a facilidade da compra .,8
"o cartão é bom , só que pelo tempo já deveria ter aumentado o limite",9
"é um bom cartão , tem os descontos exclusivos",10
aceitação,8
ótimo !,9
cartão bom e ganho bons descontos !,10
facilidade nós objetivos ...,10
não tem aproximação,8
não ter app pra acompanhar as faturas,5
praticidade e confuanca,10
"facilidade , aceitabilidade , faturas bem detalhadas .",10
atende minha necessidade,10
facicildade de aceitação,9
estou insatisfeito com a anuidade estou pensando em mudar de cartão !,7
pagando com o cartão  tenho ainda desconto nos produtos do supermercado ,10
"sempre fui bem atendida , não era bem assim , mas melhorou muito .",10
praticidade e qualidade .,9
"eu queria da mais , mas as compras parceladas incluir juros . então é nota 7",7
ótimo cartão,10
"ótimo cartão , e pode pagar na própria loja , sem preocupação de horas e dia",10
gostei das promoções,10
fui bem atendida,10
muitas taxas de cobranças e telefones que não atende,2
minha nota 10 foi porque tenho um cartão e faço compras com ele sem burocracia e estou muito satisfeito com ele ....,10
esse cartão é nota 1000,10
por q pagamos anuidade muito alta .,8
melhor preço .,10
"é um cartão que não facilita nada para o cliente . vc faz uma compra e o cartão só parcela com juros . e quando a fatura chega tem cobrança de mais impostos , diferente de outros estabelecimentos . eu compro tb no atakarejo com cartão que não é da loja e divido minhas compras sem juros .",6
satisfeita,10
"a informação de desconto do produto , só obtive na hora que paguei .",8
atendimento bom,9
adoro meu cartão só nunca chega a fatura no dia .,7
e um cartao muito bom.e so o fato de poder ir a loja e comprar com desconto pelo aplicativo e muito bom,9
"cartão maravilhoso , só poderia ser mais fácil de pedir aumento de limite pelo próprio app",10
atendimento confiança no crédito e vantagens para paga as compras,10
sem burocracia,10
pouco limite de crédito,3
cartõe bom . só não é mais melhor porque paga unidades ...,9
descontos usando no,10
porque não temos uma loja aqui em pau da lima a que havia feichou !,5
"agente mofa nas filas , pq não existe embaladores , tudo sobra pro caixa , por isso q o movimento de clientes deixa a desejar , pagar pra mofar na fila é foda",0
"atendimento rápido e eficaz , atendente super educada , e ágil",10
nunca tive problema algum .,10
promoções,10
bom,9
"encontro o que preciso no , satisfação .",9
não gosto do sistema rotativo e parcelado,5
"é um cartão que me oferece vantagens , apesar de meu limite ficar estabilizado por muitos anos , sem aumento no parcelado . mas eu gosto de te-lo",10
praticidade,8
"poucas caixas em operação , gerando enormes filas .",7
só queria que o meu limite aumentasse .,3
aceita en todo lugar,10
sem muita burocracia,9
não estou satisfeita com a cobrança de anuidade,4
segurança e qualidade nos serviços,10
ja tenho a tempo e o limete nao almenta,0
razoável,7
as dificuldades que nos temos de receber a fatura em casa,6
segurança,10
gosto de compra no .,10
até o momento atendeu as minhas expectativas .,10
atendimento,9
"é ótimo , só falta um aplicativo bom o de se possa resolver tudo através dele , como parcelar fatura , ver limite , sem precisar ficar ligando prá central de atendimento .",9
"juros altos , e a fatura nunc chega em casa",3
poderiam mudar os critérios para parcelamento pois há itens que não são parcelados,7
cartão excelente descontos exclusivos ótimo super indi,10
fácil e prático,9
é o cartão que supre todas às minhas necessidades quando preciso . prezo demais .,10
bom eu gosto dos eletrodomésticos do g.,10
"preço bom , atendimento bom , indicaria sim o cartão",9
dificuldade de receber a fatura no zap ou email,5
"bom dia , precisa melhorar no climatização do hiper sul .",10
praticidade e facilidade .,10
eu não pagar anuidade e as ofertas q nós proporciona ! !,10
"boa noite , hoje em dia já não existe anuidade de cartão , o limite não e alto , e todo mês pago a taxa usando ou não e não e barata , por qualquer coisa bloquear o cartão e horrível pra conseguir desbloquear , poderia dar uma pontuação melhor mais o meu cartão tem que melhorar muito .",4
a anuidade é muito cara,5
o atendimento dos funcionários e o conforto nas lojas e não precisa está com dinheiro é o mais seguro ? ? ? ? ? ? ? ?,9
"cartão péssimo . paguei uma fatura de mais de 2000,00 e estou com saldo 0,00 p compra a vista e com maia de 1700,00 p compra a prazo .",0
bons preços e muita qualidades,10
cartão muito bom,10
prático e descomplicado,10
mensalidade . estou partindo para cartões sem mensalidade/anuidade,7
fácil e rápido,7
gosto do . tem variedade e bons produtos . tem preço competitivo e faz promoções com frequência . seu app precisa ser melhorado : muitas ofertas oferecidas no app não são encontrados na loja ( hiper lagarto ) . também sugiro esforços para melhorar o tempo de espera na fila do caixa quando na frente tem alguém efetuando o pagamento de fatura do cartão g.  . talves melhorasse centralizar esse tipo de pagamento num só caixa . obrigado . léo de vincei russo,8
ótimas ofertas,10
"minha nota porque há mais de 8 tenho esse cartão e sou autônoma e nunca mim deram aumento de limite e quando ligo diz que tenho que comprovar renda , agora como se sou autônoma .",5
melhor cartão da vida ? ? ? ?,10
"cartão excelente , pena que eu compro tanto , pago em dias e não aumenta meu limite .",10
é complicado a gente acompanhar as compras feitas ! eu nem consigo devido não ter o código de validação ! ! ! ! estão enviando pra um número de telefone que não é meu . o meu número de telefone é 79.991050500,5
preço e condições de pagamento .,10
a facilidade,10
pega em qualquer lugar,10
praticidade e facilidade nas compras,8
"a cobrança de mensalidades , equivalentes à anuidade , postura tomada pela empresa unilateralmente sem nenhuma discussão ou aviso .",8
limite,10
onde precisa sempre é bem vindo o cartão o melhor é que posso comprar não só no mas em qualquer lugar,10
fila,0
bandeira boa más limite pouco,8
"limite baixo e o rotativo tbm , e cobra mtas tarifas .",4
"eu fiquei chateada por causa não consigo obtêm o código de segurança no app para entrar no cartão já mudei a senha do portal , mudei o número do contato depois coloquei de voltar o número do contato , fiz ligação para a central e nada . antes , saberia quando minha fatura fechava , o total da divida , as faturas que paguei . um marketing , enganoso sem solução conduzido para ir a loja , para tirar a fatura lá e se divida . é frustrante não recomendo . se tivesse resolvido recomendaria para várias pessoas .",0
atendimento e produtos de qualidade,10
praticidade facilidade,10
beleza,8
"atendimento , facilidade no app .",10
eu super indico pois gosto muito do atendimento,10
melhor cartão,10
ótimos descontos e facilidade,9
a divisão de parcelado é rotativo as vezes atrapalha . tem limite no parcelado porém não tem como usar . por causa do rotativo,8
"o limite é pouco e nao consigo aumentar , estou tentando a mais de 01 ano e nao consigo",8
é cartão bom porém não gosto a respeito do limite pq não é um limite direto não gosto desse negócio de a vista é parcelado,5
juros absordo tenho outros cartão e não pago nada,0
seria melhor se não tivesse anuidade,8
ótimo cartão n tenho problema quando vi fazer comprar,10
pó ser um cartao que e aceito em qualquer lugar,10
limite baixo,8
gostei porq aumentou o meu limite . p ganha 10 é só retira a minha anuidade,8
"minha compra foi cancelada não sei qual motivo , o cartão tem limite , está pago em dias , alias sempre foi pago em dias",0
porém ñ estou conseguindo fazer compras internacionais,7
"é de suma importância e satisfação utilizarmos o cartão , facilidade e muita precisão em nossas necessidades , por isso tenho um !",10
baixaram meu limite,8
cartão muito bom,10
gosto bastante,10
atende muito bom,7
a qualidade dos produtos,10
"gosto do atendimento , dos preço quando estão na promoção",10
ótimo,10
"são as facilidades nas compras , bons atendimentos e produtos de qualidades .",10
10 muito bom,10
"foi rápido , não tive problemas e é aceito em todo lugar .",10
porque tirou a anuidade,10
descontos e parcelamento,10
sempre alcanço meus objetivos,10
"cartão tem bandeira visa , é aceita em todos os estabelecimentos . pórem o limite é muito abaixo da minha renda . gostaria que aumentasse",8
parcelamento da compra e desconto .,9
"não pode comprar as promoções pelo app , pois o site estava em manutenção , sem previsão de retorno . foi cobrado preço normal , inacreditável ! !",2
foi lançado valores indevidos na minha fatura apesar de vcs estornar paguei juros,5
gostei muito,9
"super legal , eu gostei",10
a cobrança da anuidade tem cartão que não precisa pagar não cobra taxa nem envio de sms,3
a taxa q pago por mês e alta e,9
"o app é muito básico , não tem opção de aumentar o limite , não tem opção de empréstimo",8
o cartão é bom .. o problema é que o melhor dia de compra fica todo mês mudando de data,10
"a rotatividade dos limites e liberação de saldo é antiga , varios outros cartões disponibilizão o saldo com rapidez para que o cliente possa combrar cada vez mais . a central de atendimeno do cartão é ruim , atendimento demorado , e informações divergentes , eles mandam ir na loja e a loja manda ligar , e o cliente fica como no meio disso tudo ? o aplicativo deveria ter mais funcionalidades para que não necessitemos desses canais que deficientes .",5
aplicativo de gerenciamento não está funcionando e quando funciona não permite bloquear o cartão temporariamente,4
pq até o momento sempre muito eficiente,10
é bom,8
sim facilidade de parcelamento baixos juros e um bom atendimento nota 10,10
"eu tô ativando a promoção no meu aplicativo e não tô tendo desconto , já aconteceu isso duas vezes já reportei o problema e não tenho resposta .",0
"pq não é só um supermercado , tem hortifruti , padaria , lanches , açougue , e td de boa qualidade . ? ? ? ?",10
muito bem atendido .,10
no dia que nao precisar pagar anuidade darei nota 10,9
"o cartão e muito bom , mais poderia ter um desconto melhor para as pessoas que tem o cartão .",7
cartão demora a entrar o valor que foi pago,4
praticidade ... ? ? ? ?,9
facilidade e qualidade do produto e atendimento no caixa,10
"então como no momento moro em outro estado , não consigo aumentar o limite , mas o cartão é ótimo .",9
otimo,8
ótimo atendimento tudo de primeira,10
"facilidade para pagar ,",10
boa so nao dei dez porque nao consigo acessar alguns aplicativo,9
"praticidade , facilidade e ótima aceitação do cartão .",10
aceito em todos os lugares,10
muito bom,7
limite bom,10
descontos especiais ? ? ? ?,10
"simplicidade por que é um ótimo cartão , ótimo limite quem tem ele sabe",10
no momento eu não estou gostando,6
amo fazer compras com o meu cartão,10
atetimento rapido,10
atendimento e entrega,10
pela sua plasticidade nas compras .,9
"para ser um cartão melhor , gostaria que não cobrasse anuidade , tenho outros cartões que não cobra anuidade , por isso estou dando a nota 7 acho um valor que desconta todos os meses muito alto não estou satisfeita com isso , obrigado ......",7
sem burocracia !,10
muito bom fácil de usar limite bom desconto,10
otimo cartão,9
por conta das promoções de descontos com o cartão,10
legal,10
útil e eficientes,10
"muito bom , só deveria aumentar o limite",10
eficiência,10
preço e o bom atendimento .,10
atendimento e praticidade,10
facilidade e dividir sem juros no cartão,8
"não é prático , juros altíssimos , é burocrático e tem morosidade na entrega de senha e cartão",0
é um ótimo cartão !,8
anuidade grátis,10
boa noite pelos descontos as parcelas também,10
por causa desse lance de 2 limites : um pra compra parcelada e outro pra compra a vista ! só esse cartão q tem isso ...,6
"há tantos anos que tenho o cartão , nunca atrasei um pagamento , e meu limite nunca aumenta . se for p comprar algo de 2.000 tenho q usar outro cartão pq esse n tem limite suficiente .",2
porque sempre fico satisfeito ao comprar com o cartão,10
porque o cartão é bom mas não tem limite de crédito e estou procurando as empresas e todos cartão com limite menos de 5 mil vou cancelar,9
trabalhei 18 anos na rede  e sei a seriedade dessa empresa,5
muito bom ir eficientes,10
porque é prático e rápido e recebo o boleto via celular .,10
eficiência e credibilidade,10
"só pq eu esquecir minha senha , vc mim deram um prazo de 20 dias pra mandar outra senha , isso é justo .",0
? ? ? ? ? ? ? ?,0
a facilidade de fazer e usar o cartão,10
anuidade,5
cobrança de muitas taxas,5
a demora de compensação do pagamento da fatura .,7
"anuidade alta , e não aumenta o limite .",1
pq o tem algum diferente das outras lojas,10
o que me motivou nessa nota é a capacidade que ele têm ..,10
"pois várias vezes esse cartão costuma nós deixar na mão , nos constrangindo mesmo havendo limite disponível",7
"porq utilizei o cartão sem problema nenhum , e sem nem protocolo , gostei muito",10
"praticidade , crédito desburocratizado .",10
fácil acesso em compras,10
pelos descontos adquiridos na loja .,10
o desconto no final da compra,10
por que no momento não está sendo cobrado a anuidade .,10
não tem burocracia para usarmos .,10
a imunidade muito caro ... eu compro muito nesse cartão tenho que pagar anuidade juros multa ... etc vou mandar cancelar por causa da anuidade .,5
porquê gosto do cartao,10
"por enquanto estou satisfeita , só acho estranho a divisão de limite , rotativo e parcelado . tenho outros cartões e é limite único . as vezes poderia usar mais o rotativo mais o limite não cobre . ( detalhe nunca houve atraso no pagamento das faturas .",10
e um mercado de bom gosto .,10
muito ótimo em dico pra qualquer pessoa,10
o motivo é que o valor da anuidade ser muito alto . deveria ser isento .,7
um ótimo atendimento,10
é bom ...,8
às oportunidades e comunicação entre cliente e operadora .,9
"boa noite , muita fila na loja , a demora na fila em muito ruim , gostaria de tivesse empacotador para adiantar o operador de caixa",8
"não dá nenhum aumento no limite , já tenho anos e anos e nunca foi atualizado e qnd fala pra aumentar é um protocolo terrível , vocês vão ter um cliente a menos no seu banco de dados .",0
"ótima aceitação , facilidade para comprar e pagar !",10
suprir minhas necessidades e o atendimento é muito fácil e bom,10
fácil de usar e não decepciona .,10
fácil de usar,8
"eu gosto do cartão , sou cliente a muito anos queria aumentar meu limite , pra ficar nota 10",8
"cartão confiável , atendimento rápido e atendentes muito educados",10
o rotativo é muito baixo e não dá pra usar todo o parcelado .,1
sou bem atendido,10
"aceito em qualquer estabelecimento , serviços de segurança com mensagem de uso do cartão e com facilidade de ter limite diferente em valor .ainda tem o auto atendimento que tenho fácil acesso .",10
ñao tinha a tv que eu quería na loja,8
a rapidez no atendimento,8
rápido e facil,8
"facilidade , rapidez , limite",10
bom atendimento e parcelas,10
"preços muito altos , carne bovina e peixes e frango . tudo caro .",3
dificuldade de entender o parcelado do cartão é nenhuma atendente da loja sabia explicar,5
atendimento excelente e facilidade de encontrar os produtos,10
os preços,10
agilidade no processamento,10
bom atendimento,10
porque se cobra uma taxa,7
tudo num só lugar .,9
